Kind,Name,AvgLineComment,AvgLineCode,AltCountLineCode,AltCountLineComment,CountClassDerived,CountClassCoupled,CountDeclMethodAll,MaxInheritanceTree,PercentLackOfCohesion
Private Function,"NArchive::NChm::CInArchive::ReadDirEntry",,,13,0,,,,,
Private Function,"NArchive::NChm::CInArchive::ReadEncInt",,,13,0,,,,,
Private Function,"NArchive::NChm::CInArchive::ReadGUID",,,7,0,,,,,
Private Function,"NArchive::NChm::CInArchive::ReadString",,,9,0,,,,,
Private Function,"NArchive::NChm::CInArchive::ReadUInt16",,,7,0,,,,,
Private Function,"NArchive::NChm::CInArchive::ReadUInt32",,,6,0,,,,,
Private Function,"NArchive::NChm::CInArchive::ReadUInt64",,,6,0,,,,,
Private Function,"NArchive::NChm::CInArchive::ReadUString",,,14,0,,,,,
Private Function,"NArchive::NChm::CInArchive::Skip",,,5,0,,,,,
Struct,"NArchive::NChm::CItem",0,6,25,0,0,1,8,0,90
Public Const Function,"NArchive::NChm::CItem::IsDir",,,6,0,,,,,
Public Const Function,"NArchive::NChm::CItem::IsFormatRelatedItem",,,6,0,,,,,
Public Const Function,"NArchive::NChm::CItem::IsUserItem",,,6,0,,,,,
Struct,"NArchive::NChm::CLzxInfo",0,3,31,0,0,0,7,0,85
Public Const Function,"NArchive::NChm::CLzxInfo::GetBlockIndexFromFolderIndex",,,1,0,,,,,
Public Const Function,"NArchive::NChm::CLzxInfo::GetCompressedSizeOfFolder",,,5,0,,,,,
Public Const Function,"NArchive::NChm::CLzxInfo::GetFolder",,,1,0,,,,,
Public Const Function,"NArchive::NChm::CLzxInfo::GetFolderPos",,,1,0,,,,,
Public Const Function,"NArchive::NChm::CLzxInfo::GetFolderSize",,,1,0,,,,,
Public Const Function,"NArchive::NChm::CLzxInfo::GetNumDictBits",,,6,0,,,,,
Public Const Function,"NArchive::NChm::CLzxInfo::GetOffsetOfFolder",,,8,0,,,,,
Struct,"NArchive::NChm::CMethodInfo",0,14,67,0,0,2,7,0,57
Public Const Function,"NArchive::NChm::CMethodInfo::GetGuidString",,,18,0,,,,,
Public Const Function,"NArchive::NChm::CMethodInfo::GetName",,,29,0,,,,,
Public Const Function,"NArchive::NChm::CMethodInfo::IsDes",,,4,0,,,,,
Public Const Function,"NArchive::NChm::CMethodInfo::IsLzx",,,6,0,,,,,
Struct,"NArchive::NChm::CResetTable",0,6,25,1,0,0,3,0,83
Public Const Function,"NArchive::NChm::CResetTable::GetCompressedSizeOfBlock",,,4,0,,,,,
Public Const Function,"NArchive::NChm::CResetTable::GetCompressedSizeOfBlocks",,,11,0,,,,,
Public Const Function,"NArchive::NChm::CResetTable::GetNumBlocks",,,4,0,,,,,
Struct,"NArchive::NChm::CSectionInfo",0,12,34,0,0,2,7,0,96
Public Const Function,"NArchive::NChm::CSectionInfo::GetMethodName",,,18,0,,,,,
Public Const Function,"NArchive::NChm::CSectionInfo::IsLzx",,,6,0,,,,,
Static Function,"NArchive::NChm::CompareFiles",,,22,0,,,,,
Static Function,"NArchive::NChm::GetHex",,,4,0,,,,,
Static Function,"NArchive::NChm::GetLog",,,7,0,,,,,
Static Function,"NArchive::NChm::GetSectionPrefix",,,7,0,,,,,
Struct,"NArchive::NChm::NChm::CRegisterArc",0,19,19,0,0,1,3,0,0
Public Function,"NArchive::NChm::NChm::CRegisterArc::CRegisterArc",,,19,0,,,,,
Static Function,"NArchive::NChm::NChm::CreateArc",,,19,0,,,,,
Struct,"NArchive::NChm::NHxs::CRegisterArc",0,9,9,0,0,1,3,0,0
Public Function,"NArchive::NChm::NHxs::CRegisterArc::CRegisterArc",,,9,0,,,,,
Static Function,"NArchive::NChm::NHxs::CreateArc",,,9,0,,,,,
Static Function,"NArchive::NChm::PrintByte",,,5,0,,,,,
Static Function,"NArchive::NChm::PrintUInt16",,,5,0,,,,,
Static Function,"NArchive::NChm::PrintUInt32",,,5,0,,,,,
Static Function,"NArchive::NCom::AreEqualNames",,,13,0,,,,,
Class,"NArchive::NCom::CDatabase",0,26,346,10,0,6,12,0,80
Private Function,"NArchive::NCom::CDatabase::AddNode",,,23,0,,,,,
Public Function,"NArchive::NCom::CDatabase::Clear",,,9,0,,,,,
Public Const Function,"NArchive::NCom::CDatabase::GetItemPackSize",,,5,0,,,,,
Public Const Function,"NArchive::NCom::CDatabase::GetItemPath",,,14,0,,,,,
Public Const Function,"NArchive::NCom::CDatabase::GetMiniCluster",,,9,0,,,,,
Public Const Function,"NArchive::NCom::CDatabase::IsLargeStream",,,1,0,,,,,
Public Const Function,"NArchive::NCom::CDatabase::IsNotArcType",,,6,0,,,,,
Public Function,"NArchive::NCom::CDatabase::Open",,,204,8,,,,,
Public Function,"NArchive::NCom::CDatabase::ReadIDs",,,8,0,,,,,
Public Function,"NArchive::NCom::CDatabase::ReadSector",,,6,0,,,,,
Public Function,"NArchive::NCom::CDatabase::UpdatePhySize",,,5,0,,,,,
Public Function,"NArchive::NCom::CDatabase::Update_PhySize_WithItem",,,31,2,,,,,
Class,"NArchive::NCom::CHandler",1,113,971,10,0,15,43,2,0
Public Virtual Function,"NArchive::NCom::CHandler::AddRef",,,212,2,,,,,
Public Virtual Function,"NArchive::NCom::CHandler::Close",,,6,0,,,,,
Public Virtual Function,"NArchive::NCom::CHandler::Extract",,,71,0,,,,,
Public Virtual Function,"NArchive::NCom::CHandler::GetArchiveProperty",,,17,0,,,,,
Public Virtual Function,"NArchive::NCom::CHandler::GetArchivePropertyInfo",,,193,2,,,,,
Public Virtual Function,"NArchive::NCom::CHandler::GetNumberOfArchiveProperties",,,193,2,,,,,
Public Virtual Function,"NArchive::NCom::CHandler::GetNumberOfItems",,,5,0,,,,,
Public Virtual Function,"NArchive::NCom::CHandler::GetNumberOfProperties",,,194,2,,,,,
Public Virtual Function,"NArchive::NCom::CHandler::GetProperty",,,19,0,,,,,
Public Virtual Function,"NArchive::NCom::CHandler::GetPropertyInfo",,,194,2,,,,,
Public Virtual Function,"NArchive::NCom::CHandler::GetStream",,,51,0,,,,,
Public Virtual Function,"NArchive::NCom::CHandler::Open",,,16,2,,,,,
Public Virtual Function,"NArchive::NCom::CHandler::QueryInterface",,,212,2,,,,,
Public Virtual Function,"NArchive::NCom::CHandler::Release",,,212,2,,,,,
Struct,"NArchive::NCom::CItem",0,5,29,4,0,0,6,0,79
Public Const Function,"NArchive::NCom::CItem::IsDir",,,1,0,,,,,
Public Const Function,"NArchive::NCom::CItem::IsEmpty",,,1,0,,,,,
Public Function,"NArchive::NCom::CItem::Parse",,,14,2,,,,,
Struct,"NArchive::NCom::CRef",0,0,5,0,0,0,3,0,100
Struct,"NArchive::NCom::CRegisterArc",0,7,7,0,0,1,3,0,0
Public Function,"NArchive::NCom::CRegisterArc::CRegisterArc",,,7,0,,,,,
Static Function,"NArchive::NCom::CompoundMsiNameToFileName",,,23,4,,,,,
Static Function,"NArchive::NCom::CompoundNameToFileName",,,19,0,,,,,
Static Function,"NArchive::NCom::ConvertName",,,19,0,,,,,
Static Function,"NArchive::NCom::ConvertName",,,5,0,,,,,
Static Function,"NArchive::NCom::CreateArc",,,7,0,,,,,
Static Function,"NArchive::NCom::GetFileTimeFromMem",,,5,0,,,,,
Static Function,"NArchive::NCom::IsMsiName",,,7,0,,,,,
Class,"NArchive::NCpio::CHandler",5,174,1501,50,0,17,43,2,85
Public Virtual Function,"NArchive::NCpio::CHandler::AddRef",,,325,10,,,,,
Public Virtual Function,"NArchive::NCpio::CHandler::Close",,,10,0,,,,,
Public Virtual Function,"NArchive::NCpio::CHandler::Extract",,,65,0,,,,,
Public Virtual Function,"NArchive::NCpio::CHandler::GetArchiveProperty",,,26,0,,,,,
Public Virtual Function,"NArchive::NCpio::CHandler::GetArchivePropertyInfo",,,307,10,,,,,
Public Virtual Function,"NArchive::NCpio::CHandler::GetNumberOfArchiveProperties",,,307,10,,,,,
Public Virtual Function,"NArchive::NCpio::CHandler::GetNumberOfItems",,,5,0,,,,,
Public Virtual Function,"NArchive::NCpio::CHandler::GetNumberOfProperties",,,308,10,,,,,
Public Virtual Function,"NArchive::NCpio::CHandler::GetProperty",,,42,4,,,,,
Public Virtual Function,"NArchive::NCpio::CHandler::GetPropertyInfo",,,308,10,,,,,
Public Virtual Function,"NArchive::NCpio::CHandler::GetStream",,,7,0,,,,,
Public Virtual Function,"NArchive::NCpio::CHandler::Open",,,100,6,,,,,
Public Virtual Function,"NArchive::NCpio::CHandler::QueryInterface",,,325,10,,,,,
Public Virtual Function,"NArchive::NCpio::CHandler::Release",,,325,10,,,,,
Struct,"NArchive::NCpio::CInArchive",2,59,126,5,0,3,5,0,80
Public Function,"NArchive::NCpio::CInArchive::GetNextItem",,,113,5,,,,,
Public Function,"NArchive::NCpio::CInArchive::Read",,,6,0,,,,,
Struct,"NArchive::NCpio::CItem",0,1,25,0,0,1,10,0,96
Public Const Function,"NArchive::NCpio::CItem::GetDataPosition",,,1,0,,,,,
Public Const Function,"NArchive::NCpio::CItem::IsBin",,,1,0,,,,,
Public Const Function,"NArchive::NCpio::CItem::IsCrcFormat",,,1,0,,,,,
Public Const Function,"NArchive::NCpio::CItem::IsDir",,,1,0,,,,,
Public Const Function,"NArchive::NCpio::CItem::IsTrailer",,,1,0,,,,,
Class,"NArchive::NCpio::COutStreamWithSum",0,33,40,0,0,1,30,2,82
Public Virtual Function,"NArchive::NCpio::COutStreamWithSum::AddRef",,,114,0,,,,,
Public Function,"NArchive::NCpio::COutStreamWithSum::EnableCalc",,,1,0,,,,,
Public Const Function,"NArchive::NCpio::COutStreamWithSum::GetCRC",,,1,0,,,,,
Public Const Function,"NArchive::NCpio::COutStreamWithSum::GetSize",,,1,0,,,,,
Public Function,"NArchive::NCpio::COutStreamWithSum::Init",,,6,0,,,,,
Public Function,"NArchive::NCpio::COutStreamWithSum::InitCRC",,,1,0,,,,,
Public Virtual Function,"NArchive::NCpio::COutStreamWithSum::QueryInterface",,,114,0,,,,,
Public Virtual Function,"NArchive::NCpio::COutStreamWithSum::Release",,,114,0,,,,,
Public Function,"NArchive::NCpio::COutStreamWithSum::ReleaseStream",,,1,0,,,,,
Public Function,"NArchive::NCpio::COutStreamWithSum::SetStream",,,1,0,,,,,
Public Virtual Function,"NArchive::NCpio::COutStreamWithSum::Write",,,16,0,,,,,
Struct,"NArchive::NCpio::CRegisterArc",0,7,7,0,0,1,3,0,0
Public Function,"NArchive::NCpio::CRegisterArc::CRegisterArc",,,7,0,,,,,
Static Function,"NArchive::NCpio::CreateArc",,,7,0,,,,,
Static Function,"NArchive::NCpio::Get16",,,1,0,,,,,
Static Function,"NArchive::NCpio::Get32",,,1,0,,,,,
Static Function,"NArchive::NCpio::GetAlignedSize",,,6,0,,,,,
Static Function,"NArchive::NCpio::ReadHex",,,9,0,,,,,
Static Function,"NArchive::NCpio::ReadOct11",,,9,0,,,,,
Static Function,"NArchive::NCpio::ReadOct6",,,9,0,,,,,
Class,"NArchive::NCramfs::CCramfsInStream",0,4,10,0,0,1,39,4,85
Private Virtual Function,"NArchive::NCramfs::CCramfsInStream::ReadBlock",,,4,0,,,,,
Class,"NArchive::NCramfs::CHandler",2,164,2460,31,0,23,49,2,85
Public Virtual Function,"NArchive::NCramfs::CHandler::AddRef",,,511,7,,,,,
Public Function,"NArchive::NCramfs::CHandler::CHandler",,,1,0,,,,,
Public Virtual Function,"NArchive::NCramfs::CHandler::Close",,,11,0,,,,,
Public Virtual Function,"NArchive::NCramfs::CHandler::Extract",,,86,0,,,,,
Private Function,"NArchive::NCramfs::CHandler::Free",,,5,0,,,,,
Public Virtual Function,"NArchive::NCramfs::CHandler::GetArchiveProperty",,,35,0,,,,,
Public Virtual Function,"NArchive::NCramfs::CHandler::GetArchivePropertyInfo",,,486,6,,,,,
Private Const Function,"NArchive::NCramfs::CHandler::GetNumBlocks",,,4,0,,,,,
Public Virtual Function,"NArchive::NCramfs::CHandler::GetNumberOfArchiveProperties",,,486,6,,,,,
Public Virtual Function,"NArchive::NCramfs::CHandler::GetNumberOfItems",,,5,0,,,,,
Public Virtual Function,"NArchive::NCramfs::CHandler::GetNumberOfProperties",,,487,6,,,,,
Private Const Function,"NArchive::NCramfs::CHandler::GetPackSize",,,21,0,,,,,
Private Const Function,"NArchive::NCramfs::CHandler::GetPath",,,37,0,,,,,
Public Virtual Function,"NArchive::NCramfs::CHandler::GetProperty",,,27,1,,,,,
Public Virtual Function,"NArchive::NCramfs::CHandler::GetPropertyInfo",,,487,6,,,,,
Public Virtual Function,"NArchive::NCramfs::CHandler::GetStream",,,43,0,,,,,
Public Virtual Function,"NArchive::NCramfs::CHandler::Open",,,12,1,,,,,
Private Function,"NArchive::NCramfs::CHandler::Open2",,,86,3,,,,,
Private Function,"NArchive::NCramfs::CHandler::OpenDir",,,38,0,,,,,
Public Virtual Function,"NArchive::NCramfs::CHandler::QueryInterface",,,511,7,,,,,
Public Function,"NArchive::NCramfs::CHandler::ReadBlock",,,62,1,,,,,
Public Virtual Function,"NArchive::NCramfs::CHandler::Release",,,511,7,,,,,
Private Function,"NArchive::NCramfs::CHandler::UpdatePhySize",,,5,0,,,,,
Public Function,"NArchive::NCramfs::CHandler::~CHandler",,,1,0,,,,,
Struct,"NArchive::NCramfs::CHeader",0,5,31,4,0,0,7,0,79
Public Const Function,"NArchive::NCramfs::CHeader::GetBlockSizeShift",,,1,0,,,,,
Public Const Function,"NArchive::NCramfs::CHeader::GetMethod",,,1,0,,,,,
Public Const Function,"NArchive::NCramfs::CHeader::IsVer2",,,1,0,,,,,
Public Function,"NArchive::NCramfs::CHeader::Parse",,,18,2,,,,,
Struct,"NArchive::NCramfs::CItem",0,0,5,0,0,0,3,0,100
Struct,"NArchive::NCramfs::CRegisterArc",0,7,7,0,0,1,3,0,0
Public Function,"NArchive::NCramfs::CRegisterArc::CRegisterArc",,,7,0,,,,,
Static Function,"NArchive::NCramfs::CreateArc",,,7,0,,,,,
Static Function,"NArchive::NCramfs::GetMode",,,1,0,,,,,
Static Function,"NArchive::NCramfs::GetNameLen",,,7,0,,,,,
Static Function,"NArchive::NCramfs::GetOffset",,,7,0,,,,,
Static Function,"NArchive::NCramfs::GetSize",,,7,0,,,,,
Static Function,"NArchive::NCramfs::IsDir",,,1,0,,,,,
Class,"NArchive::NDmg::CAdcDecoder",0,316,107,8,0,11,21,2,90
Public Virtual Function,"NArchive::NDmg::CAdcDecoder::AddRef",,,520,1,,,,,
Private Class,"NArchive::NDmg::CAdcDecoder::CCoderReleaser",0,3,12,1,0,2,3,0,33
Public Function,"NArchive::NDmg::CAdcDecoder::CCoderReleaser::CCoderReleaser",,,1,0,,,,,
Public Function,"NArchive::NDmg::CAdcDecoder::CCoderReleaser::~CCoderReleaser",,,5,1,,,,,
Public Virtual Function,"NArchive::NDmg::CAdcDecoder::Code",,,9,0,,,,,
Public Virtual Function,"NArchive::NDmg::CAdcDecoder::CodeReal",,,70,0,,,,,
Public Virtual Function,"NArchive::NDmg::CAdcDecoder::QueryInterface",,,520,1,,,,,
Public Virtual Function,"NArchive::NDmg::CAdcDecoder::Release",,,520,1,,,,,
Struct,"NArchive::NDmg::CAppleName",0,0,6,0,0,0,1,0,100
Struct,"NArchive::NDmg::CBlock",0,1,12,0,0,0,7,0,82
Public Const Function,"NArchive::NDmg::CBlock::GetNextPackOffset",,,1,0,,,,,
Public Const Function,"NArchive::NDmg::CBlock::GetNextUnpPos",,,1,0,,,,,
Public Const Function,"NArchive::NDmg::CBlock::IsZeroMethod",,,1,0,,,,,
Public Const Function,"NArchive::NDmg::CBlock::ThereAreDataInBlock",,,1,0,,,,,
Struct,"NArchive::NDmg::CChecksum",0,2,15,0,0,0,6,0,66
Public Const Function,"NArchive::NDmg::CChecksum::GetCrc32",,,1,0,,,,,
Public Const Function,"NArchive::NDmg::CChecksum::IsCrc32",,,1,0,,,,,
Public Function,"NArchive::NDmg::CChecksum::Parse",,,6,0,,,,,
Struct,"NArchive::NDmg::CChunk",0,0,6,0,0,0,3,0,100
Struct,"NArchive::NDmg::CFile",7,58,69,7,0,3,5,0,83
Public Function,"NArchive::NDmg::CFile::Parse",,,58,7,,,,,
Class,"NArchive::NDmg::CHandler",24,510,4805,213,0,30,45,2,86
Public Virtual Function,"NArchive::NDmg::CHandler::AddRef",,,1156,50,,,,,
Public Virtual Function,"NArchive::NDmg::CHandler::Close",,,11,0,,,,,
Public Virtual Function,"NArchive::NDmg::CHandler::Extract",,,182,0,,,,,
Public Virtual Function,"NArchive::NDmg::CHandler::GetArchiveProperty",,,68,1,,,,,
Public Virtual Function,"NArchive::NDmg::CHandler::GetArchivePropertyInfo",,,995,47,,,,,
Public Virtual Function,"NArchive::NDmg::CHandler::GetNumberOfArchiveProperties",,,995,47,,,,,
Public Virtual Function,"NArchive::NDmg::CHandler::GetNumberOfItems",,,8,0,,,,,
Public Virtual Function,"NArchive::NDmg::CHandler::GetNumberOfProperties",,,1069,48,,,,,
Public Virtual Function,"NArchive::NDmg::CHandler::GetProperty",,,113,0,,,,,
Public Virtual Function,"NArchive::NDmg::CHandler::GetPropertyInfo",,,1069,48,,,,,
Public Virtual Function,"NArchive::NDmg::CHandler::GetStream",,,35,0,,,,,
Public Virtual Function,"NArchive::NDmg::CHandler::Open",,,14,2,,,,,
Private Function,"NArchive::NDmg::CHandler::Open2",,,226,20,,,,,
Public Virtual Function,"NArchive::NDmg::CHandler::QueryInterface",,,1156,50,,,,,
Public Virtual Function,"NArchive::NDmg::CHandler::Release",,,1156,50,,,,,
Class,"NArchive::NDmg::CInStream",0,128,188,1,0,9,32,3,87
Public Virtual Function,"NArchive::NDmg::CInStream::AddRef",,,207,1,,,,,
Public Function,"NArchive::NDmg::CInStream::InitAndSeek",,,14,0,,,,,
Public Virtual Function,"NArchive::NDmg::CInStream::QueryInterface",,,207,1,,,,,
Public Virtual Function,"NArchive::NDmg::CInStream::Read",,,130,1,,,,,
Public Virtual Function,"NArchive::NDmg::CInStream::Release",,,207,1,,,,,
Public Virtual Function,"NArchive::NDmg::CInStream::Seek",,,16,0,,,,,
Struct,"NArchive::NDmg::CMethods",0,23,53,0,0,2,5,0,0
Public Const Function,"NArchive::NDmg::CMethods::GetString",,,40,0,,,,,
Public Function,"NArchive::NDmg::CMethods::Update",,,6,0,,,,,
Struct,"NArchive::NDmg::CRegisterArc",0,8,8,0,0,1,3,0,0
Public Function,"NArchive::NDmg::CRegisterArc::CRegisterArc",,,8,0,,,,,
Static Function,"NArchive::NDmg::CreateArc",,,8,0,,,,,
Function,"NArchive::NDmg::FindBlock",,,14,0,,,,,
Static Function,"NArchive::NDmg::FindKeyPair",,,10,0,,,,,
Static Function,"NArchive::NDmg::GetStringFromKeyPair",,,7,0,,,,,
Static Function,"NArchive::NDmg::IsKoly",,,4,9,,,,,
Class,"NArchive::NElf::CHandler",4,142,1440,46,0,19,45,2,86
Public Virtual Function,"NArchive::NElf::CHandler::AddRef",,,335,10,,,,,
Public Virtual Function,"NArchive::NElf::CHandler::AllowTail",,,5,0,,,,,
Public Function,"NArchive::NElf::CHandler::CHandler",,,1,0,,,,,
Public Virtual Function,"NArchive::NElf::CHandler::Close",,,10,0,,,,,
Public Virtual Function,"NArchive::NElf::CHandler::Extract",,,66,0,,,,,
Public Virtual Function,"NArchive::NElf::CHandler::GetArchiveProperty",,,38,1,,,,,
Public Virtual Function,"NArchive::NElf::CHandler::GetArchivePropertyInfo",,,281,9,,,,,
Public Virtual Function,"NArchive::NElf::CHandler::GetNumberOfArchiveProperties",,,281,9,,,,,
Public Virtual Function,"NArchive::NElf::CHandler::GetNumberOfItems",,,5,0,,,,,
Public Virtual Function,"NArchive::NElf::CHandler::GetNumberOfProperties",,,282,9,,,,,
Public Virtual Function,"NArchive::NElf::CHandler::GetProperty",,,47,0,,,,,
Public Virtual Function,"NArchive::NElf::CHandler::GetPropertyInfo",,,282,9,,,,,
Private Const Function,"NArchive::NElf::CHandler::GetSectionName",,,21,1,,,,,
Public Virtual Function,"NArchive::NElf::CHandler::Open",,,11,2,,,,,
Private Function,"NArchive::NElf::CHandler::Open2",,,90,6,,,,,
Public Virtual Function,"NArchive::NElf::CHandler::QueryInterface",,,335,10,,,,,
Public Virtual Function,"NArchive::NElf::CHandler::Release",,,335,10,,,,,
Struct,"NArchive::NElf::CHeader",2,29,78,6,0,0,5,0,73
Public Const Function,"NArchive::NElf::CHeader::GetHeadersSize",,,3,0,,,,,
Public Function,"NArchive::NElf::CHeader::Parse",,,56,4,,,,,
Struct,"NArchive::NElf::CRegisterArc",0,7,7,0,0,1,3,0,0
Public Function,"NArchive::NElf::CRegisterArc::CRegisterArc",,,7,0,,,,,
Struct,"NArchive::NElf::CSection",0,13,55,0,0,0,6,0,78
Public Const Function,"NArchive::NElf::CSection::GetSize",,,1,0,,,,,
Public Function,"NArchive::NElf::CSection::Parse",,,34,0,,,,,
Public Function,"NArchive::NElf::CSection::UpdateTotalSize",,,6,0,,,,,
Struct,"NArchive::NElf::CSegment",1,14,39,3,0,0,5,0,74
Public Function,"NArchive::NElf::CSegment::Parse",,,22,2,,,,,
Public Function,"NArchive::NElf::CSegment::UpdateTotalSize",,,6,0,,,,,
Static Function,"NArchive::NElf::CreateArc",,,7,0,,,,,
Static Function,"NArchive::NExt::AddSkipExtents",,,18,0,,,,,
Class,"NArchive::NExt::CClusterInStream2",12,240,97,0,0,1,33,3,83
Public Virtual Function,"NArchive::NExt::CClusterInStream2::AddRef",,,533,30,,,,,
Public Function,"NArchive::NExt::CClusterInStream2::InitAndSeek",,,12,0,,,,,
Public Virtual Function,"NArchive::NExt::CClusterInStream2::QueryInterface",,,533,30,,,,,
Public Virtual Function,"NArchive::NExt::CClusterInStream2::Read",,,50,0,,,,,
Public Virtual Function,"NArchive::NExt::CClusterInStream2::Release",,,533,30,,,,,
Public Virtual Function,"NArchive::NExt::CClusterInStream2::Seek",,,18,0,,,,,
Public Function,"NArchive::NExt::CClusterInStream2::SeekToPhys",,,1,0,,,,,
Class,"NArchive::NExt::CExtInStream",12,202,100,0,0,2,32,3,83
Public Virtual Function,"NArchive::NExt::CExtInStream::AddRef",,,443,30,,,,,
Public Function,"NArchive::NExt::CExtInStream::CExtInStream",,,1,0,,,,,
Public Virtual Function,"NArchive::NExt::CExtInStream::QueryInterface",,,443,30,,,,,
Public Virtual Function,"NArchive::NExt::CExtInStream::Read",,,62,0,,,,,
Public Virtual Function,"NArchive::NExt::CExtInStream::Release",,,443,30,,,,,
Public Virtual Function,"NArchive::NExt::CExtInStream::Seek",,,16,0,,,,,
Public Function,"NArchive::NExt::CExtInStream::StartSeek",,,6,0,,,,,
Struct,"NArchive::NExt::CExtTime",0,0,5,0,0,0,4,0,100
Struct,"NArchive::NExt::CExtent",0,5,24,0,0,0,6,0,66
Public Const Function,"NArchive::NExt::CExtent::GetVirtEnd",,,1,0,,,,,
Public Const Function,"NArchive::NExt::CExtent::IsLenOK",,,1,0,,,,,
Public Function,"NArchive::NExt::CExtent::Parse",,,15,0,,,,,
Struct,"NArchive::NExt::CExtentIndexNode",1,6,11,1,0,0,4,0,75
Public Function,"NArchive::NExt::CExtentIndexNode::Parse",,,6,1,,,,,
Struct,"NArchive::NExt::CExtentTreeHeader",2,7,13,3,0,0,4,0,75
Public Function,"NArchive::NExt::CExtentTreeHeader::Parse",,,7,2,,,,,
Struct,"NArchive::NExt::CGroupDescriptor",2,29,45,2,0,0,4,0,75
Public Function,"NArchive::NExt::CGroupDescriptor::Parse",,,29,2,,,,,
Class,"NArchive::NExt::CHandler",25,256,4554,423,0,29,67,2,90
Public Virtual Function,"NArchive::NExt::CHandler::AddRef",,,1492,154,,,,,
Public Function,"NArchive::NExt::CHandler::CHandler",,,1,0,,,,,
Private Function,"NArchive::NExt::CHandler::CheckProgress",,,13,0,,,,,
Private Function,"NArchive::NExt::CHandler::CheckProgress2",,,5,0,,,,,
Private Function,"NArchive::NExt::CHandler::ClearRefs",,,12,0,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::Close",,,13,0,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::Extract",,,100,0,,,,,
Private Function,"NArchive::NExt::CHandler::ExtractNode",,,15,0,,,,,
Private Function,"NArchive::NExt::CHandler::FillExtents",,,44,1,,,,,
Private Function,"NArchive::NExt::CHandler::FillFileBlocks",,,27,11,,,,,
Private Function,"NArchive::NExt::CHandler::FillFileBlocks2",,,31,11,,,,,
Private Const Function,"NArchive::NExt::CHandler::FindTargetItem_for_SymLink",,,58,0,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::GetArchiveProperty",,,78,9,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::GetArchivePropertyInfo",,,833,76,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::GetNumRawProps",,,5,1,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::GetNumberOfArchiveProperties",,,833,76,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::GetNumberOfItems",,,5,0,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::GetNumberOfProperties",,,834,76,,,,,
Private Const Function,"NArchive::NExt::CHandler::GetPackSize",,,14,25,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::GetParent",,,21,0,,,,,
Private Const Function,"NArchive::NExt::CHandler::GetParentAux",,,6,0,,,,,
Private Const Function,"NArchive::NExt::CHandler::GetPath",,,36,0,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::GetProperty",,,101,6,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::GetPropertyInfo",,,834,76,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::GetRawProp",,,31,0,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::GetRawPropInfo",,,6,2,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::GetStream",,,7,0,,,,,
Private Function,"NArchive::NExt::CHandler::GetStream_Node",,,82,7,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::Open",,,26,0,,,,,
Private Function,"NArchive::NExt::CHandler::Open2",,,319,39,,,,,
Private Function,"NArchive::NExt::CHandler::ParseDir",,,109,6,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::QueryInterface",,,1492,154,,,,,
Public Virtual Function,"NArchive::NExt::CHandler::Release",,,1492,154,,,,,
Private Function,"NArchive::NExt::CHandler::SeekAndRead",,,10,0,,,,,
Public Function,"NArchive::NExt::CHandler::~CHandler",,,1,0,,,,,
Struct,"NArchive::NExt::CHeader",3,10,117,40,0,0,11,0,87
Public Const Function,"NArchive::NExt::CHeader::GetNumGroups",,,1,0,,,,,
Public Const Function,"NArchive::NExt::CHeader::GetNumGroups2",,,1,0,,,,,
Public Const Function,"NArchive::NExt::CHeader::Is64Bit",,,1,0,,,,,
Public Const Function,"NArchive::NExt::CHeader::IsOldRev",,,1,0,,,,,
Public Const Function,"NArchive::NExt::CHeader::IsThereFileType",,,1,0,,,,,
Public Function,"NArchive::NExt::CHeader::Parse",,,78,24,,,,,
Public Const Function,"NArchive::NExt::CHeader::UseGdtChecksum",,,1,0,,,,,
Public Const Function,"NArchive::NExt::CHeader::UseMetadataChecksum",,,1,0,,,,,
Struct,"NArchive::NExt::CInitCrc16",0,11,14,0,0,0,3,0,0
Public Function,"NArchive::NExt::CInitCrc16::CInitCrc16",,,11,0,,,,,
Struct,"NArchive::NExt::CItem",0,5,23,4,0,1,7,0,68
Public Function,"NArchive::NExt::CItem::CItem",,,6,0,,,,,
Public Function,"NArchive::NExt::CItem::Clear",,,8,0,,,,,
Public Const Function,"NArchive::NExt::CItem::IsDir",,,1,0,,,,,
Struct,"NArchive::NExt::CNode",3,8,78,34,0,2,9,0,83
Public Function,"NArchive::NExt::CNode::CNode",,,7,0,,,,,
Public Const Function,"NArchive::NExt::CNode::IsDir",,,1,0,,,,,
